image,score,x0,y0,x1,y1,bbox_area,best_iou
20150919_174151_image1.png,0.20029573142528534,384.49945068359375,541.8665161132812,412.4545593261719,566.5969848632812,691.3429565429688,0.0
20150919_174151_image106.png,0.36966556310653687,391.468017578125,1092.03125,411.46343994140625,1109.450927734375,348.3138122558594,0.0
20150919_174151_image111.png,0.3254966735839844,459.360595703125,1055.1488037109375,477.053466796875,1072.4677734375,306.42230224609375,0.0
20150919_174151_image116.png,0.2024085521697998,523.8919067382812,1062.7274169921875,542.5550537109375,1078.4759521484375,293.917236328125,0.0
20150919_174151_image121.png,0.18204009532928467,592.7080078125,1065.17236328125,614.3091430664062,1081.4832763671875,352.334228515625,0.0
20150919_174151_image126.png,0.19534647464752197,117.38264465332031,755.9959716796875,146.6809844970703,782.5576782226562,778.2139282226562,0.0
20150919_174151_image131.png,0.1409076601266861,607.6913452148438,1250.4810791015625,635.2350463867188,1273.706787109375,639.7219848632812,0.0
20150919_174151_image141.png,0.19583052396774292,128.64691162109375,85.47991180419922,160.74920654296875,123.2783203125,1213.4156494140625,0.0
20150919_174151_image146.png,0.1914389580488205,11.685867309570312,168.22511291503906,42.67155456542969,199.23919677734375,960.99267578125,0.0
20150919_174151_image146.png,0.1563170850276947,194.12789916992188,762.1844482421875,227.55764770507812,790.6862182617188,952.8070068359375,0.0
20150919_174151_image151.png,0.32917729020118713,43.713226318359375,298.0861511230469,77.18938446044922,324.4881896972656,883.8388061523438,0.0
20150919_174151_image156.png,0.26273226737976074,48.87138366699219,292.9642333984375,80.88651275634766,320.1884765625,871.587646484375,0.0
20150919_174151_image156.png,0.16575855016708374,699.0176391601562,620.6312866210938,717.179443359375,657.7249145507812,673.6871948242188,0.0
20150919_174151_image161.png,0.28989243507385254,185.65733337402344,245.35733032226562,222.0089874267578,280.1316223144531,1264.10302734375,0.0
20150919_174151_image161.png,0.14558455348014832,187.53240966796875,545.140869140625,221.5491485595703,584.4487915039062,1337.1273193359375,0.0
20150919_174151_image166.png,0.3688013255596161,245.15377807617188,551.8019409179688,277.0199279785156,580.6773071289062,920.146728515625,0.0
20150919_174151_image166.png,0.3406001925468445,117.53717041015625,486.5191650390625,162.1499786376953,518.1240234375,1409.9814453125,0.0
20150919_174151_image166.png,0.2227475345134735,158.0927276611328,210.69186401367188,186.15789794921875,229.45907592773438,526.7050170898438,0.0
20150919_174151_image171.png,0.23411495983600616,606.3848876953125,320.0325622558594,643.9512939453125,357.2266845703125,1397.24951171875,0.0
